id;points;value;round
736;0;19;19
531;2;18;6
211;2;24;11
723;0;18;17
455;0;12;3
285;7;18;10
741;5;23;18
767;0;18;8
711;0;5;6
336;0;15;7
534;0;17;19
420;0;18;11
346;0;19;16
761;0;19;17
133;0;25;3
770;0;5;18
399;0;25;20
455;0;12;10
627;0;14;0
714;9;20;10
734;0;18;6
482;0;10;2
7;1;18;3
399;3;25;5
55;0;7;9
191;0;17;14
382;0;5;15
731;0;25;3
155;0;20;0
708;0;5;19
69;-1;27;13
505;8;18;18
671;10;18;19
65;7;26;16
284;5;19;20
758;0;19;12
494;0;15;14
472;0;18;9
334;0;19;12
409;0;13;9
426;0;17;1
582;2;13;5
395;2;16;11
264;0;19;9
628;0;6;18
715;3;15;8
585;0;5;9
730;0;19;20
22;0;5;12
459;0;14;18
293;0;19;19
640;3;20;12
206;0;26;11
701;0;18;9
279;2;18;18
674;2;20;5
611;6;18;1
329;0;18;6
378;4;19;1
115;2;16;7
275;2;5;16
171;2;19;13
376;1;20;3
185;2;15;3
322;0;23;18
741;7;28;6
741;4;23;17
730;0;19;16
498;0;20;0
294;0;19;17
658;3;21;9
576;3;30;8
486;0;7;17
376;2;19;13
497;0;19;3
144;1;18;18
334;0;19;18
268;1;21;10
59;1;25;7
578;0;17;6
383;1;22;15
682;0;18;19
760;3;18;14
293;1;19;14
84;0;5;4
746;1;19;20
520;0;10;4
599;4;17;3
726;0;17;8
724;6;18;4
735;0;22;12
308;0;16;12
193;7;25;20
105;1;16;3
86;3;23;11
762;1;18;11
390;0;19;7
391;6;19;10
723;0;19;0
270;4;24;5
427;0;19;13
582;1;13;11
317;0;21;18
458;0;18;7
685;2;18;1
755;1;18;11
317;0;22;2
322;0;23;0
652;0;5;12
248;0;17;11
19;2;19;11
370;3;22;20
197;6;18;12
622;3;18;16
731;0;24;14
489;2;19;8
534;0;17;15
528;10;23;19
430;3;19;16
400;0;18;13
249;0;18;17
215;0;15;17
715;0;15;13
268;0;22;1
624;0;17;20
90;0;20;14
503;0;16;18
238;0;16;8
240;2;18;19
738;0;18;16
601;0;17;17
105;7;17;15
198;3;26;2
441;0;12;9
661;0;17;7
469;0;19;7
130;0;20;15
321;1;5;15
741;4;28;7
356;0;19;6
392;7;15;12
382;0;5;10
383;2;22;11
308;0;16;4
566;0;18;19
59;-2;24;13
558;0;25;9
533;1;20;10
105;0;16;12
519;0;5;2
489;5;18;16
582;0;13;17
72;0;20;4
546;0;5;17
631;2;18;10
71;2;26;4
527;2;18;16
233;1;19;5
86;5;23;10
638;0;12;4
589;0;5;1
446;0;16;17
26;0;5;13
308;0;16;18
620;0;5;20
130;0;20;16
748;11;18;19
385;0;25;10
638;0;12;1
580;0;5;19
607;0;5;17
96;4;18;10
665;0;17;10
619;0;20;9
712;0;5;3
88;0;7;10
535;0;28;16
591;0;5;1
431;4;17;16
558;0;25;6
57;0;10;5
652;0;5;5
631;0;18;15
633;0;18;19
577;4;17;15
549;0;20;18
86;0;23;7
10;2;7;1
595;0;5;4
328;0;18;8
647;2;18;20
146;2;29;15
632;0;5;5
735;7;23;3
153;0;20;16
354;1;16;19
770;0;5;20
479;2;15;18
10;0;8;13
5;0;6;18
57;0;10;1
738;3;18;5
661;7;17;11
498;7;20;18
505;1;17;7
664;4;10;1
461;-1;19;17
163;0;16;9
214;2;29;10
756;0;14;18
595;0;5;17
611;3;18;11
196;0;19;10
662;13;21;1
25;0;5;1
659;0;12;9
170;0;20;4
608;0;17;3
275;4;5;5
444;8;18;5
595;0;5;0
735;5;23;8
645;3;19;1
57;0;10;3
733;5;18;15
459;0;14;5
563;0;8;6
690;0;17;3
489;5;19;11
328;0;18;14
378;0;19;3
472;1;18;1
763;0;18;19
354;2;16;7
223;4;15;14
594;0;8;9
119;4;20;3
563;0;8;1
472;0;18;13
4;0;8;15
662;13;29;17
576;8;30;5
26;0;5;17
256;0;19;17
210;1;19;17
682;2;18;3
678;0;25;0
647;4;18;10
263;2;19;18
608;0;17;20
572;0;5;10
601;0;17;8
532;3;18;14
591;0;5;12
455;0;12;14
445;4;13;9
147;0;13;13
391;-1;19;6
238;3;16;18
625;2;18;15
170;0;20;2
572;0;5;16
248;3;17;4
422;0;8;3
146;8;29;14
691;7;18;10
162;0;5;8
58;3;22;12
371;5;22;19
695;1;19;6
581;0;8;15
735;6;23;5
546;0;5;8
386;0;21;19
748;7;18;10
709;3;18;3
558;7;24;16
653;0;5;14
176;0;18;2
169;0;23;13
68;3;18;3
210;3;20;5
243;3;16;4
725;0;14;0
572;0;5;19
19;1;19;5
740;1;18;4
317;5;22;8
294;1;19;19
610;7;17;20
743;0;17;20
595;0;5;6
229;0;18;20
698;1;21;7
563;0;8;17
672;0;19;12
499;0;35;18
138;6;23;16
360;0;17;17
520;3;11;18
758;4;19;20
7;0;18;20
224;8;19;7
689;12;19;19
84;0;5;7
665;0;17;9
465;0;5;5
729;0;15;13
61;0;5;9
528;3;22;1
99;0;13;3
698;2;21;11
268;1;21;9
233;6;19;9
69;0;27;17
7;0;18;4
745;2;21;13
286;1;17;15
450;0;20;1
666;0;15;10
174;0;20;19
343;0;8;0
687;2;19;17
624;3;17;2
356;0;19;9
576;4;29;2
741;3;24;14
619;0;20;7
458;5;18;11
587;2;8;8
284;4;17;6
295;0;18;0
383;3;21;3
71;6;25;20
461;0;19;4
407;2;22;19
390;0;19;19
394;0;18;5
689;2;19;6
249;0;18;12
150;9;25;3
706;2;15;19
489;0;18;17
703;3;20;5
732;0;17;4
574;0;5;14
766;0;19;12
498;3;21;6
465;0;5;18
720;2;17;8
236;0;22;14
723;-2;19;7
339;3;20;20
307;16;22;3
211;5;25;16
264;0;19;13
602;0;18;10
672;1;19;13
524;7;27;20
745;0;21;14
671;4;18;10
582;1;13;2
542;0;5;5
712;0;5;11
724;3;18;3
614;0;17;15
748;7;18;20
526;0;16;6
736;1;19;14
201;2;23;10
446;2;16;6
343;0;8;17
336;0;15;15
367;5;18;2
589;0;5;17
703;-1;20;18
583;0;5;5
246;2;19;11
119;10;20;12
763;0;18;14
93;1;14;19
213;0;18;0
285;1;17;2
501;0;16;0
706;8;15;17
180;0;15;1
486;0;7;4
681;0;18;18
523;0;20;12
47;1;16;7
709;2;18;1
530;0;13;2
721;0;25;16
345;1;14;19
365;4;22;1
251;0;12;5
133;3;26;14
325;3;20;18
723;3;19;13
699;2;19;16
726;0;17;17
611;3;18;6
674;0;20;2
396;0;5;1
361;0;15;5
259;0;16;17
754;0;17;20
177;2;21;17
386;11;21;6
642;0;15;7
278;3;14;6
59;0;23;17
243;0;16;5
769;-2;5;13
610;2;17;16
154;10;21;11
278;4;14;2
744;0;6;4
70;0;16;17
149;0;32;17
174;3;20;2
617;4;16;4
522;1;19;12
234;0;19;17
700;7;22;2
592;0;5;14
566;0;18;9
741;4;30;3
581;0;8;19
180;0;15;14
429;3;10;3
704;3;24;5
61;0;5;10
746;9;18;10
185;0;15;12
88;0;7;6
706;3;15;2
358;0;18;8
371;0;22;10
593;0;5;5
20;0;19;10
102;0;19;6
224;3;19;1
488;0;18;14
306;0;15;12
174;0;20;8
766;2;19;10
430;2;18;3
737;0;18;10
180;0;15;6
722;0;17;20
572;0;5;1
735;3;23;2
211;0;24;1
732;0;17;18
210;0;20;6
527;3;18;3
147;0;12;1
542;1;5;9
394;0;18;17
745;0;22;3
527;2;18;1
448;0;16;1
318;1;18;16
708;0;5;10
168;0;21;10
727;9;16;7
308;0;16;11
286;4;17;14
257;0;21;0
572;0;5;17
14;0;18;1
529;0;20;8
572;0;5;13
752;5;18;16
753;0;22;11
624;0;17;18
718;0;16;6
294;0;19;5
440;0;16;3
184;0;24;6
393;0;20;7
479;0;15;13
688;2;20;18
5;0;6;17
370;7;22;8
744;1;6;2
652;0;5;13
763;0;18;12
710;0;5;3
566;0;18;12
115;9;16;20
558;1;25;13
191;0;17;8
499;0;35;10
367;0;18;16
223;1;15;20
362;1;22;10
217;3;20;9
206;2;28;2
214;0;28;13
692;3;18;14
645;4;24;17
615;2;18;18
619;0;20;5
683;2;14;17
574;0;5;19
293;0;20;11
255;0;18;7
631;3;18;13
234;0;19;0
566;0;18;10
263;1;19;19
174;0;20;16
604;0;17;4
653;0;5;0
449;7;17;2
569;0;12;3
214;8;28;15
592;0;5;7
673;5;8;6
354;3;16;1
360;0;17;12
742;0;18;0
658;4;22;14
196;0;18;11
662;12;28;15
670;0;16;17
678;4;25;11
679;0;13;10
14;3;18;11
616;3;19;7
425;0;15;17
666;0;15;1
737;0;18;15
532;2;18;3
747;2;18;16
119;5;20;14
100;0;12;4
431;2;18;18
184;0;23;20
448;1;16;17
656;0;14;12
722;0;17;8
508;0;18;0
612;0;20;3
506;0;6;19
461;2;19;7
627;0;14;19
519;0;5;5
310;0;20;6
392;5;15;4
659;0;12;17
416;0;16;2
727;1;16;9
482;0;10;5
591;0;5;20
644;0;16;8
223;0;15;0
570;0;5;13
30;0;15;4
279;0;19;6
163;0;16;8
619;2;19;20
698;11;21;6
711;0;5;12
448;0;16;0
103;1;18;9
128;5;19;19
27;0;17;0
577;2;17;3
556;0;7;6
133;4;25;6
67;2;17;1
249;0;18;11
673;0;8;12
625;6;18;18
696;0;17;7
3;7;18;12
387;1;21;8
763;0;18;16
417;0;16;7
214;5;30;6
610;3;16;2
664;3;10;13
381;0;16;1
111;4;15;4
249;0;18;20
440;4;16;9
740;0;18;13
530;0;13;19
149;3;33;11
632;0;5;20
396;0;5;10
426;5;17;17
27;0;17;1
174;0;20;4
619;0;20;10
563;0;8;8
336;0;15;0
746;6;18;13
386;0;21;14
422;0;8;8
556;0;7;20
751;1;16;8
563;0;8;5
31;0;16;18
455;0;12;2
594;0;8;15
57;0;10;13
397;12;22;18
468;0;18;19
715;1;15;1
229;6;18;6
102;0;19;3
731;0;24;17
144;1;18;12
669;0;16;17
682;0;18;5
18;2;20;15
580;0;5;20
717;2;16;6
251;0;12;19
409;0;13;3
273;0;20;10
499;0;35;2
653;3;5;7
429;4;10;2
64;0;5;18
750;0;19;20
383;7;22;4
157;0;25;7
56;5;25;2
45;0;17;8
70;0;16;4
610;0;17;10
738;0;18;18
628;0;6;7
546;0;5;7
184;5;23;15
731;0;25;11
293;2;20;10
28;0;19;7
745;1;21;19
141;1;22;6
64;0;5;6
268;0;22;5
318;3;18;9
110;0;20;10
575;0;5;1
376;1;19;19
344;7;18;8
479;0;15;3
558;4;25;8
566;0;18;4
249;0;18;13
720;0;17;5
334;4;19;15
563;0;8;20
625;2;18;19
599;3;17;20
711;0;5;8
402;6;20;5
391;7;20;19
607;0;5;3
245;0;7;9
389;0;16;2
386;0;21;11
733;2;18;14
5;0;6;6
614;4;17;4
486;0;7;18
189;2;33;12
633;0;18;16
681;0;18;10
285;1;18;20
581;0;8;16
77;3;20;6
672;3;19;19
608;0;17;17
569;0;12;9
529;0;20;15
718;6;18;16
730;0;19;4
455;0;12;16
386;0;21;18
86;4;23;2
264;-1;19;4
155;2;20;8
708;0;5;9
704;6;25;15
45;6;17;18
67;2;17;13
653;0;5;2
605;0;18;0
61;0;5;12
520;2;10;7
354;7;16;4
645;6;20;6
396;0;5;19
198;7;26;3
57;0;10;12
272;3;21;4
328;0;18;1
763;0;18;17
295;0;18;19
138;8;22;6
642;0;15;17
651;0;5;4
705;2;16;1
233;1;19;14
234;0;19;5
650;0;10;0
489;3;19;13
593;0;5;20
488;0;18;19
612;-1;20;18
428;0;5;16
362;7;22;15
385;0;28;3
262;0;14;20
418;0;16;3
209;0;23;10
659;0;12;0
678;6;25;3
279;0;19;7
742;5;18;7
672;3;18;4
77;4;19;20
759;0;18;6
743;0;17;9
55;0;7;4
721;3;25;5
566;0;18;3
407;8;21;12
223;2;15;17
527;1;18;15
189;0;30;0
495;3;20;1
93;0;14;9
595;0;5;5
27;0;17;19
431;3;17;8
31;0;16;17
187;0;20;7
764;0;18;11
56;4;25;14
386;0;21;9
31;0;16;10
12;0;5;15
344;0;18;5
238;1;16;1
449;3;17;3
486;0;7;0
618;0;9;1
384;1;18;1
536;0;23;14
742;2;18;15
644;0;16;6
344;3;18;13
192;0;5;2
169;0;22;15
665;0;17;13
488;0;18;0
492;0;14;15
709;3;18;10
149;0;32;19
305;0;17;17
263;0;20;9
162;0;5;4
325;0;20;7
422;0;8;12
664;3;10;15
307;3;22;4
72;0;19;17
45;0;17;0
339;2;20;2
258;8;21;6
95;1;16;7
245;0;7;2
150;4;26;19
527;1;18;4
95;2;16;8
710;0;5;16
650;0;10;3
425;4;15;13
71;5;25;17
629;0;17;14
727;3;16;10
658;5;21;11
366;0;21;0
688;1;20;12
529;0;20;18
59;7;26;3
690;0;17;0
381;0;16;11
329;0;18;16
305;0;17;12
697;2;17;12
415;6;18;2
498;2;21;5
430;4;19;20
236;2;22;18
608;0;17;4
330;7;17;4
245;0;7;17
764;7;18;8
102;7;19;12
759;5;18;14
154;2;20;5
189;2;33;17
100;0;12;0
665;1;17;12
620;0;5;9
629;2;17;18
180;0;15;15
207;2;20;11
638;0;12;0
592;3;5;8
162;0;5;5
701;0;17;0
384;4;18;7
587;0;8;15
240;2;19;3
213;0;18;5
181;1;19;17
370;0;23;0
631;2;18;19
5;-1;6;3
370;5;23;4
47;5;16;20
270;2;24;3
87;0;15;0
444;0;18;12
592;0;5;11
762;1;18;18
343;0;8;16
257;0;20;14
22;0;5;18
768;0;5;16
746;5;18;14
732;0;17;7
560;0;19;4
575;0;5;9
351;3;15;4
99;0;13;11
629;2;17;20
210;3;19;12
458;3;18;20
549;0;20;16
96;2;20;18
570;0;5;9
619;0;20;6
155;1;20;15
256;0;19;6
47;3;16;12
578;0;17;1
93;2;14;5
612;0;20;9
354;4;16;5
732;0;17;17
687;2;18;1
415;2;19;15
141;0;22;0
759;3;18;10
754;1;18;12
420;0;18;6
394;0;18;9
549;7;22;1
206;0;27;6
68;4;18;8
4;0;8;19
141;0;22;5
501;0;16;8
737;0;18;1
114;0;5;5
576;3;30;6
344;0;18;0
686;0;8;19
759;0;18;13
149;4;32;16
580;1;5;13
53;2;19;2
546;0;5;20
245;0;7;19
400;0;18;15
491;10;17;10
61;0;5;16
535;0;28;18
246;5;19;8
336;0;15;1
586;0;5;17
627;0;14;5
273;0;19;19
114;0;5;4
707;0;5;2
233;0;19;16
189;3;33;19
215;6;15;6
488;2;18;4
367;0;18;15
693;12;26;12
692;0;18;6
459;0;14;6
675;0;20;5
130;0;20;12
736;2;19;5
371;4;23;7
737;0;18;7
64;0;5;13
14;5;18;8
189;5;31;7
334;4;19;20
581;0;8;12
151;0;19;0
10;0;8;14
18;0;20;17
95;3;16;5
760;10;18;15
207;5;20;14
243;0;16;10
482;0;10;15
636;0;16;8
706;2;15;15
431;19;18;17
503;0;16;6
687;2;19;16
345;1;14;2
141;3;23;12
422;0;8;9
669;0;16;18
459;0;14;2
614;6;17;16
761;0;20;7
775;1;15;18
309;-1;19;13
773;0;5;18
81;0;15;1
653;0;5;5
589;0;5;7
505;3;17;8
534;0;17;9
358;0;18;14
177;8;21;15
426;5;17;19
206;4;26;13
47;5;16;17
671;7;18;11
181;3;19;13
746;0;18;8
102;0;19;10
418;2;16;15
501;1;16;4
546;0;5;11
656;0;14;20
308;0;16;13
655;3;12;10
487;2;22;15
382;0;5;11
154;3;21;20
344;0;18;7
295;0;18;13
520;2;11;14
718;3;18;17
650;0;10;15
450;2;20;4
685;2;18;3
459;0;14;8
488;0;18;13
740;2;18;9
12;0;5;7
56;0;26;9
151;0;19;5
553;12;15;16
472;0;18;14
144;0;18;20
711;0;5;16
336;0;15;14
717;0;16;15
614;3;17;7
608;0;17;2
446;0;16;0
100;0;12;20
207;4;20;15
67;0;17;19
494;3;15;10
330;0;17;6
640;2;20;8
592;0;5;16
177;4;22;11
447;0;16;14
608;0;17;19
58;0;22;9
141;0;23;20
45;2;17;16
45;3;17;6
680;6;18;2
653;0;5;18
700;12;23;4
463;0;15;10
446;-1;16;7
402;3;20;10
308;0;16;14
722;0;17;6
587;1;8;3
695;0;20;2
84;0;5;11
211;5;24;12
259;0;17;9
343;0;8;6
173;0;17;0
755;0;18;6
532;2;18;19
580;0;5;12
164;3;15;5
762;0;18;6
642;0;15;15
731;2;24;12
130;0;20;7
594;0;8;7
506;0;6;6
233;0;19;8
271;0;19;12
391;4;19;8
210;1;19;11
88;0;7;11
395;4;17;18
621;0;5;16
130;7;20;4
608;0;17;12
737;0;18;16
58;2;22;8
371;5;24;3
293;2;20;5
180;2;15;4
224;0;19;15
682;0;18;12
308;0;16;2
686;0;8;0
619;0;20;1
673;0;8;18
655;0;12;20
728;2;15;2
300;0;10;8
383;8;21;2
611;-1;18;15
751;0;16;4
169;-2;22;14
712;0;5;9
344;2;18;11
670;0;16;4
446;1;16;1
171;4;19;10
96;0;18;7
440;4;16;10
542;0;5;0
494;4;15;17
651;0;5;12
394;0;18;16
207;6;21;9
343;0;8;12
508;0;18;10
309;-5;18;15
180;0;15;7
601;0;17;13
553;0;15;3
145;4;24;1
415;7;18;1
339;2;20;19
153;5;20;9
734;3;18;11
658;9;21;8
227;0;20;15
689;0;19;0
366;4;22;5
154;1;20;2
630;3;17;10
339;2;20;6
655;2;12;6
678;0;25;19
429;2;10;9
311;3;16;11
658;2;22;20
506;0;6;9
345;0;14;0
201;1;24;4
750;5;19;9
758;0;20;10
533;2;20;14
498;7;21;3
213;0;18;1
717;0;16;20
65;0;26;9
743;0;17;18
31;0;16;15
523;0;20;17
771;0;18;18
330;3;17;5
756;0;14;14
260;0;15;4
336;0;15;17
271;5;19;6
459;0;14;9
233;3;19;7
497;7;18;15
329;0;18;17
724;0;18;20
294;0;19;9
394;0;18;18
5;0;6;8
666;0;15;17
330;1;17;17
105;9;16;14
18;2;20;5
358;3;18;7
611;8;18;18
307;2;22;19
115;0;16;14
154;4;21;19
520;0;10;6
681;0;18;5
306;0;15;15
718;0;16;0
461;0;19;20
307;7;22;14
345;1;14;14
260;0;15;19
215;0;15;11
423;0;16;2
620;0;5;2
762;0;18;14
20;0;19;11
687;12;19;7
345;3;14;5
305;4;17;20
742;1;18;10
587;8;8;4
713;8;19;5
624;0;17;7
31;0;16;14
429;2;10;7
26;0;5;10
742;0;18;2
306;0;15;10
28;0;19;8
503;6;16;15
187;2;22;2
602;0;18;16
676;5;23;18
448;0;16;12
399;0;25;14
272;0;20;16
750;0;19;18
445;4;13;10
710;0;5;4
223;0;15;8
269;2;19;12
198;0;26;0
489;0;19;7
627;0;14;4
172;3;24;9
620;0;5;14
721;0;25;17
271;0;19;0
300;0;10;17
75;4;24;15
526;2;16;18
731;0;24;19
702;4;19;20
647;1;18;4
642;0;15;12
246;2;19;9
429;5;10;19
169;0;24;0
479;0;15;4
640;3;20;5
414;0;19;6
661;3;17;5
612;0;20;7
171;0;19;17
441;0;12;18
172;3;25;7
614;2;17;8
752;5;18;12
553;5;15;17
396;0;5;18
652;0;5;9
677;3;21;4
67;0;17;0
713;2;19;7
103;7;18;11
7;0;18;5
728;0;15;7
699;0;19;6
625;2;18;8
259;1;17;13
622;3;18;11
400;0;18;9
658;2;21;10
688;0;20;8
341;0;17;16
178;0;5;0
354;3;16;12
628;0;6;9
206;0;27;9
224;7;19;6
198;6;24;9
581;0;8;11
587;0;8;10
763;0;18;13
211;2;25;17
711;0;5;11
733;0;19;9
147;7;12;3
603;0;7;2
360;0;17;6
715;1;16;19
610;9;17;9
192;0;5;13
61;0;5;15
587;2;8;11
625;2;18;1
210;3;20;2
497;2;19;4
489;2;18;14
695;0;19;20
555;0;19;17
365;2;21;8
271;2;19;7
632;0;5;7
645;10;24;18
667;2;9;2
153;0;20;5
744;0;6;3
546;0;5;2
499;0;35;13
474;0;16;10
271;4;19;8
229;1;18;10
708;0;5;0
700;6;23;9
709;2;18;6
732;0;17;20
674;0;20;0
61;0;5;17
522;5;19;19
153;0;20;4
653;0;5;13
694;0;18;16
248;0;17;19
747;3;18;10
146;5;28;13
686;0;8;11
688;2;20;2
56;0;26;8
249;3;18;6
677;0;19;12
714;2;19;2
153;-1;20;2
18;3;20;7
361;0;15;10
27;0;17;6
487;2;21;12
585;0;5;0
674;0;20;15
582;2;13;13
729;0;15;18
764;-2;18;10
397;2;20;6
707;0;5;6
732;0;17;1
382;0;5;5
426;5;17;20
422;0;8;11
555;0;19;18
374;0;17;6
354;0;16;13
384;0;18;16
618;0;9;17
491;0;15;0
168;12;21;1
739;0;5;20
87;1;15;12
688;8;20;14
151;3;19;13
67;0;17;6
414;0;18;0
382;0;5;3
491;3;17;19
427;2;19;9
603;0;7;16
621;0;5;11
721;0;25;2
656;3;14;10
754;0;18;5
145;0;24;9
56;2;26;7
581;0;8;10
712;0;5;10
709;0;18;0
755;0;18;7
93;0;14;0
524;3;27;14
727;4;16;8
661;0;17;9
448;0;16;20
343;0;8;11
243;0;16;13
150;4;26;6
12;0;5;19
284;0;17;7
628;0;6;4
740;0;18;17
730;2;19;7
235;7;18;16
492;0;14;13
365;5;20;16
365;3;20;17
563;0;8;3
351;0;15;6
95;2;16;13
115;1;16;6
728;0;15;14
164;0;15;15
256;3;19;2
694;2;18;19
119;2;21;19
168;0;21;6
707;0;5;18
210;3;19;19
400;1;18;17
586;0;5;4
191;0;17;5
653;0;5;1
649;0;17;12
627;0;14;9
178;0;5;2
233;0;19;1
309;0;19;3
569;0;12;8
701;1;18;18
144;1;18;15
676;0;23;12
662;2;26;12
418;2;16;5
416;0;16;19
383;0;22;14
310;0;20;4
90;2;20;10
776;0;5;19
692;0;18;10
629;0;17;17
182;0;25;15
598;1;15;18
662;9;27;14
445;0;13;1
724;0;18;19
531;3;18;17
149;4;32;20
489;5;18;15
739;0;5;1
397;2;22;19
3;2;18;18
658;9;22;13
721;0;25;7
14;0;18;2
534;0;17;20
566;0;18;8
636;0;16;0
262;4;14;9
468;0;18;14
184;1;23;17
603;0;7;0
630;4;17;13
389;0;16;4
383;3;22;5
180;0;15;20
472;1;17;19
273;2;20;11
138;1;23;15
72;3;20;3
695;2;19;7
211;0;25;8
733;2;18;20
397;8;22;17
3;0;18;20
678;0;25;12
575;0;5;16
666;0;15;14
295;0;18;10
68;3;18;11
336;0;15;10
679;0;13;11
234;2;19;11
3;4;18;17
757;0;6;14
191;0;17;12
647;0;18;13
652;0;5;18
10;1;8;4
459;0;14;4
341;1;17;6
753;2;22;18
341;0;17;18
578;0;17;13
611;4;18;4
682;0;18;9
431;9;17;12
670;0;16;20
234;2;19;2
742;9;18;13
699;2;19;17
762;0;18;7
607;0;5;5
680;0;18;17
378;4;19;15
440;1;16;14
720;0;17;19
311;1;16;9
549;0;21;5
384;0;18;0
187;0;19;16
18;9;20;4
21;0;16;15
665;0;17;17
344;9;18;20
391;6;19;2
652;0;5;10
269;1;19;18
746;16;19;15
632;0;5;13
59;3;26;5
692;1;18;17
667;3;9;4
658;4;18;3
474;0;16;17
57;1;10;9
676;6;23;20
306;0;15;13
501;1;16;10
531;2;18;5
103;0;18;7
750;0;19;12
616;0;19;14
768;0;5;20
227;0;20;5
430;0;18;0
31;0;16;20
414;7;19;10
207;4;22;20
383;6;22;20
151;0;19;3
361;0;15;11
341;3;17;3
170;6;20;5
583;2;5;4
603;0;7;11
146;0;28;5
501;18;16;12
268;2;22;8
706;0;15;11
441;0;12;10
210;0;19;16
472;2;17;16
739;0;5;5
612;0;20;16
703;3;20;20
767;1;18;13
412;1;19;14
656;0;14;3
529;-1;20;3
68;5;17;16
671;0;18;6
581;0;8;13
751;7;16;7
486;0;7;16
409;0;13;2
393;0;20;9
115;0;16;2
549;0;20;13
427;0;19;2
406;3;19;17
546;0;5;13
461;0;19;18
95;0;16;0
128;0;18;0
616;3;19;12
20;0;19;16
530;4;13;13
735;1;22;17
607;0;5;2
285;3;17;3
749;-2;17;14
75;4;24;19
409;0;13;18
390;3;19;12
371;8;22;14
191;0;17;10
285;3;18;18
555;0;19;1
532;2;18;9
717;0;16;1
258;2;21;7
170;-1;20;17
209;4;22;12
497;0;19;1
592;1;5;1
110;0;20;0
64;0;5;16
498;7;20;1
558;3;25;7
404;0;5;15
223;1;15;15
506;0;6;11
642;0;15;10
4;0;8;5
286;2;17;19
429;3;10;13
182;0;25;12
103;7;18;8
681;0;18;19
655;3;12;11
69;0;27;15
422;0;8;17
528;8;22;12
306;0;15;1
587;3;8;1
536;0;23;17
162;0;5;17
704;4;25;19
149;0;33;4
86;5;23;1
741;3;23;20
427;0;19;5
404;0;5;7
354;0;16;0
733;3;18;19
401;0;17;0
305;0;17;19
309;0;19;2
649;0;17;3
731;0;25;5
361;0;15;1
625;1;18;10
710;0;5;20
45;2;17;19
361;0;15;17
656;0;14;19
629;2;17;6
715;8;15;2
686;0;8;1
55;0;7;0
581;0;8;4
555;3;19;7
388;2;22;11
488;0;18;1
599;2;17;12
260;0;15;17
147;0;13;15
211;7;24;2
362;10;20;2
184;0;24;1
695;1;19;8
417;0;16;10
622;2;18;14
699;3;19;9
602;2;18;13
636;3;17;18
563;0;8;15
650;0;10;2
616;1;19;17
628;0;6;11
587;1;8;19
384;4;18;8
615;3;18;20
558;1;25;10
71;4;26;2
651;0;5;15
564;0;12;10
665;0;17;5
171;3;19;19
758;6;19;16
329;0;18;9
472;8;18;6
526;0;16;8
213;0;18;3
691;3;18;6
440;0;16;16
751;-2;16;15
318;7;18;7
182;7;25;6
278;0;14;0
178;0;5;16
593;0;5;6
181;4;19;20
621;0;5;15
739;0;5;3
295;0;18;18
310;0;20;0
488;0;18;11
223;0;15;7
334;2;19;11
197;2;18;5
181;3;18;9
650;0;10;16
621;0;5;8
761;-2;19;20
612;0;20;0
354;0;16;11
728;0;15;11
409;0;13;7
664;3;10;9
19;0;19;13
601;0;17;15
88;0;7;20
130;0;20;6
671;0;18;9
707;0;5;4
669;0;16;9
662;17;25;7
455;3;12;19
258;2;20;18
532;2;18;18
655;0;12;2
428;0;5;1
181;5;18;1
605;0;18;8
702;6;19;13
535;7;29;5
339;2;20;15
726;1;17;5
715;4;15;5
179;0;18;8
96;3;20;17
53;2;19;18
273;0;23;0
5;0;5;0
707;0;5;13
619;0;20;13
412;3;19;3
4;0;8;13
395;10;16;10
418;0;16;17
341;3;17;4
651;0;5;11
676;4;22;3
640;7;20;10
191;0;17;16
632;0;5;11
189;13;33;16
653;0;5;17
703;2;20;13
447;2;16;4
526;0;16;10
717;0;16;3
392;0;15;0
386;0;21;13
618;0;9;19
12;0;5;4
468;0;18;15
378;0;19;4
681;0;18;4
259;1;16;14
729;4;15;11
207;0;21;6
360;0;17;0
390;0;19;18
426;0;17;3
479;0;15;8
295;0;18;14
171;2;19;18
463;0;15;19
598;0;15;16
387;1;21;15
96;0;18;5
214;3;31;2
278;1;14;4
340;2;19;1
685;0;18;13
330;0;17;13
385;0;24;14
753;6;22;13
560;0;20;3
264;0;19;12
721;0;25;0
321;0;5;18
206;1;25;18
468;0;18;0
407;6;20;5
528;11;22;2
721;0;25;3
585;0;5;16
498;0;20;8
736;3;19;9
166;0;22;14
87;5;15;1
694;0;18;12
185;0;15;4
592;0;5;19
676;13;23;19
155;0;20;13
594;0;8;6
294;0;19;10
235;1;18;15
70;0;16;3
596;0;5;19
75;2;24;12
769;0;5;18
655;2;12;9
589;0;5;10
599;2;17;18
709;2;18;20
731;5;25;6
365;7;22;3
763;0;18;6
655;0;12;1
508;0;17;15
397;0;20;0
150;5;26;15
286;7;17;7
743;0;17;12
385;0;26;8
526;0;16;1
119;4;20;4
224;0;19;5
659;0;12;20
666;0;15;20
356;7;19;15
4;0;8;6
360;0;17;13
286;2;17;10
95;2;16;16
656;0;14;15
310;0;20;20
686;0;8;16
440;1;16;15
428;0;5;3
578;0;17;3
733;4;18;18
344;3;18;4
256;0;19;12
206;0;28;0
768;0;5;19
714;4;19;3
268;0;22;3
415;4;19;8
